Student_ID,Name,Age_teen,Gender_teen,Country_teen,School_Grade,Avg_Daily_Usage_Hours_teen,Sleep_Hours_Per_Night_teen,Affects_Academic_Performance_teen,Social_Interactions,Exercise_Hours,Anxiety_Level,Depression_Level,Self_Esteem,Parental_Control,Screen_Time_Before_Bed,Phone_Checks_Per_Day,Apps_Used_Daily,Time_on_Social_Media,Time_on_Gaming,Time_on_Education,Phone_Usage_Purpose,Family_Communication,Weekend_Usage_Hours,Addicted_Score_teen,Age_social,Gender_social,Academic_Level,Country_social,Avg_Daily_Usage_Hours_social,Most_Used_Platform,Affects_Academic_Performance_social,Sleep_Hours_Per_Night_social,Mental_Health_Score,Relationship_Status,Conflicts_Over_Social_Media,Addicted_Score_social
425,Jeremy Hayes,13,Other,South Lisaborough,9th,6.3,8.8,63,0,0.4,9,3,8,0,2.1,32,20,1.8,3.0,2.2,Social Media,3,8.4,10.0,19,Female,Undergraduate,Switzerland,2.9,Instagram,No,8.9,8,Single,2,Medium
426,Curtis Jones,19,Other,Shaneburgh,7th,5.2,7.4,87,9,0.2,6,3,9,1,1.5,57,13,2.2,0.7,1.8,Browsing,9,6.9,8.1,21,Male,Graduate,Turkey,4.5,Instagram,Yes,7.7,6,Single,3,High
427,Jill Wilson,13,Male,Stacychester,9th,3.5,5.0,97,4,1.1,9,2,5,0,1.6,34,5,1.1,1.6,1.5,Browsing,8,6.9,5.4,20,Female,Undergraduate,USA,7.8,TikTok,Yes,4.5,5,In Relationship,4,High
428,John Elliott,15,Male,Jamesberg,11th,4.5,8.2,57,1,1.7,8,4,7,1,2.0,32,18,4.2,2.4,1.8,Social Media,1,3.5,10.0,22,Male,Graduate,Mexico,6.6,WhatsApp,Yes,5.6,6,Single,3,High
429,Angela Davis,14,Female,West Traceymouth,10th,4.9,6.5,85,10,0.0,9,8,2,1,0.9,110,19,3.9,2.1,1.1,Gaming,2,5.4,10.0,19,Female,Undergraduate,France,3.5,Instagram,No,8.5,7,In Relationship,2,Medium
430,Kevin Davis,13,Other,Juarezmouth,12th,4.0,4.8,82,8,0.0,10,10,1,1,0.7,23,18,2.4,1.0,0.3,Other,7,6.4,9.1,21,Male,Graduate,Canada,4.3,Instagram,Yes,7.9,6,Single,3,High
431,Rachel Lopez,18,Male,South Davidstad,9th,4.2,5.1,75,5,0.9,7,8,8,1,0.7,128,11,3.0,1.7,1.3,Gaming,10,8.1,10.0,20,Female,Undergraduate,Spain,4.1,TikTok,Yes,7.8,6,Single,3,High
432,Tyler Silva,14,Male,Robinsonfurt,8th,6.2,6.7,57,1,0.6,5,9,1,0,1.6,71,19,2.2,0.8,1.6,Gaming,6,6.9,10.0,22,Male,Graduate,Denmark,2.9,Facebook,No,8.9,8,In Relationship,2,Medium
433,Stacey Walker,16,Male,Smithton,11th,3.8,8.8,55,10,0.8,9,1,7,1,0.5,83,15,3.4,1.8,0.0,Social Media,5,7.5,9.3,19,Female,Undergraduate,Ireland,3.8,Instagram,Yes,8.1,7,Single,3,Medium
434,Leslie Price,16,Other,Lake Manuel,12th,4.1,3.6,77,9,2.3,9,2,3,0,0.8,140,14,2.0,2.0,0.5,Education,4,6.3,10.0,21,Male,Graduate,India,6.9,WhatsApp,Yes,5.4,5,In Relationship,4,High
435,Manuel Moody,19,Other,South Christopher,11th,4.3,6.4,75,10,2.0,6,2,8,0,1.6,73,7,0.4,1.5,1.4,Browsing,9,4.8,5.9,20,Female,Undergraduate,Switzerland,2.8,Instagram,No,9.0,8,Single,2,Medium
436,Parker Lopez,17,Male,Laurentown,11th,4.7,8.3,97,6,0.2,3,8,6,0,1.3,119,9,3.0,0.6,1.1,Gaming,9,5.5,8.3,22,Male,Graduate,Turkey,4.4,TikTok,Yes,7.8,6,Single,3,High
437,Catherine Collins,19,Male,North Carlosstad,7th,4.5,5.3,82,9,0.0,3,3,2,1,0.7,37,18,0.8,1.7,1.9,Browsing,1,6.8,8.7,19,Female,Undergraduate,USA,7.9,Instagram,Yes,4.4,5,In Relationship,4,High
438,Danielle Bush,13,Male,North Christopher,9th,3.5,5.5,58,6,1.5,5,5,9,0,1.5,70,8,1.7,1.2,0.4,Gaming,10,8.1,6.6,21,Male,Graduate,Mexico,6.7,WhatsApp,Yes,5.5,6,Single,3,High
439,Ryan Haney,18,Other,Matthewmouth,12th,4.1,5.7,79,1,0.6,5,9,3,1,1.0,108,19,1.2,0.4,1.3,Social Media,9,4.6,8.8,20,Female,Undergraduate,France,3.4,Instagram,No,8.6,7,In Relationship,2,Medium
440,Natalie Wood,13,Female,Lopezchester,9th,4.9,7.2,56,7,0.5,10,10,8,1,1.1,42,17,2.8,1.1,2.4,Social Media,1,6.7,9.4,22,Male,Graduate,Canada,4.2,TikTok,Yes,8.0,6,Single,3,High
441,Louis Rodgers,18,Male,East Matthew,8th,7.3,5.4,87,2,2.0,7,6,7,0,1.5,134,7,1.9,0.3,1.8,Other,5,4.7,10.0,19,Female,Undergraduate,Spain,4.0,Instagram,Yes,7.9,6,Single,3,High
442,Taylor Martin,18,Other,Elizabethport,7th,6.7,6.1,61,1,2.0,8,8,7,1,0.6,137,17,2.9,0.8,2.3,Browsing,1,6.1,10.0,21,Male,Graduate,Denmark,2.8,Facebook,No,9.0,8,In Relationship,2,Medium
443,Douglas Fisher,19,Female,Bonnieland,7th,6.5,7.4,51,6,0.8,6,1,7,1,1.3,108,6,2.0,1.6,0.9,Other,6,2.9,9.8,20,Female,Undergraduate,Ireland,3.7,TikTok,Yes,8.2,7,Single,3,Medium
444,Donald Sutton,16,Male,Meghanmouth,12th,7.3,10.0,94,4,0.5,1,10,4,0,1.7,122,19,2.1,2.2,0.0,Browsing,2,7.1,10.0,22,Male,Graduate,India,7.0,WhatsApp,Yes,5.3,5,In Relationship,4,High
445,Laura Smith,14,Other,New Adamchester,8th,6.8,7.7,53,0,1.2,6,5,2,1,1.7,55,18,3.2,1.5,0.9,Other,8,7.0,10.0,19,Female,Undergraduate,Switzerland,2.7,Instagram,No,9.1,8,Single,2,Medium
446,Erika Hill,14,Other,Joannmouth,11th,3.7,7.5,53,6,1.3,7,4,3,1,0.2,115,18,3.1,1.8,0.4,Other,2,4.5,10.0,21,Male,Graduate,Turkey,4.3,Instagram,Yes,7.9,6,Single,3,High
447,Diane Walters,19,Other,West Rodneyfurt,7th,5.0,6.9,50,0,0.4,9,9,2,1,0.7,108,19,1.8,2.3,0.0,Social Media,3,6.7,10.0,20,Female,Undergraduate,USA,8.0,TikTok,Yes,4.3,5,In Relationship,4,High
448,Madison Thomas,19,Male,Williamschester,12th,6.8,9.4,67,6,0.8,8,1,2,1,1.3,57,20,1.1,1.1,1.0,Social Media,6,7.1,9.4,22,Male,Graduate,Mexico,6.8,WhatsApp,Yes,5.4,6,Single,3,High
449,Lindsey Sheppard,19,Male,Brownstad,9th,6.6,8.6,61,8,2.0,10,9,8,0,1.3,133,5,1.6,2.1,0.9,Other,7,7.8,9.7,19,Female,Undergraduate,France,3.3,Instagram,No,8.7,7,In Relationship,2,Medium
450,David Williams,13,Male,Lake Amanda,10th,3.8,5.2,75,5,0.9,1,2,7,0,0.0,123,18,4.5,0.4,1.6,Gaming,4,3.9,10.0,21,Male,Graduate,Canada,4.1,Instagram,Yes,8.1,6,Single,3,High
451,Phillip Campbell,19,Male,Martinezberg,9th,3.9,8.4,61,8,1.1,5,7,1,1,0.4,76,5,1.1,0.6,1.7,Social Media,2,6.3,3.9,20,Female,Undergraduate,Spain,3.9,TikTok,Yes,8.0,6,Single,3,High
452,Sarah Smith,15,Male,Anthonyland,10th,2.5,6.1,67,9,1.9,3,1,7,0,0.6,43,19,2.7,1.3,1.3,Education,8,7.9,8.1,22,Male,Graduate,Denmark,2.7,Facebook,No,9.1,8,In Relationship,2,Medium
453,Becky Perkins,17,Female,Davidshire,11th,5.5,7.5,90,7,0.9,6,2,2,1,0.7,55,7,2.5,1.0,0.3,Other,9,4.4,7.8,19,Female,Undergraduate,Ireland,3.6,Instagram,Yes,8.3,7,Single,3,Medium
454,Brenda Taylor,17,Other,West Deniseport,9th,3.4,9.0,56,3,2.1,7,8,7,1,1.0,74,12,1.6,1.3,1.0,Other,5,5.7,5.7,21,Male,Graduate,India,7.1,WhatsApp,Yes,5.2,5,In Relationship,4,High
455,Henry Wilkerson,17,Female,Gilbertburgh,8th,5.9,7.7,81,6,1.6,1,10,3,0,0.5,136,6,1.3,1.6,0.7,Education,9,3.1,8.9,20,Female,Undergraduate,Switzerland,2.6,Instagram,No,9.2,8,Single,2,Medium
456,Dr. Hannah Johnson,15,Male,Lake Anne,11th,6.7,5.1,75,3,0.8,6,7,1,0,0.5,59,8,3.1,1.5,0.5,Browsing,4,8.7,10.0,22,Male,Graduate,Turkey,4.2,TikTok,Yes,8.0,6,Single,3,High
457,Melanie Villa,13,Male,Anthonyview,9th,5.4,6.2,50,1,1.8,5,7,10,1,0.8,79,13,2.2,0.6,2.3,Other,8,5.1,9.3,19,Female,Undergraduate,USA,8.1,Instagram,Yes,4.2,5,In Relationship,4,High
458,Justin Edwards,18,Other,Cooktown,10th,5.1,7.1,85,8,0.9,1,1,2,0,0.0,39,7,2.4,1.3,0.5,Browsing,5,2.2,7.4,21,Male,Graduate,Mexico,6.9,WhatsApp,Yes,5.3,6,Single,3,High
459,Lawrence Miles,16,Other,Taylorview,11th,4.0,7.1,96,8,1.6,7,2,3,0,0.3,32,15,3.4,0.4,1.6,Social Media,2,5.8,7.9,20,Female,Undergraduate,France,3.2,Instagram,No,8.8,7,In Relationship,2,Medium
460,William Anderson,16,Male,Lauriestad,8th,2.1,5.2,66,9,1.2,4,9,1,0,0.7,97,13,3.7,2.6,1.0,Social Media,2,10.6,10.0,22,Male,Graduate,Canada,4.0,TikTok,Yes,8.2,6,Single,3,High
461,Julie Watson,17,Other,Nathanielbury,9th,8.6,6.0,53,6,1.7,2,4,9,1,0.7,128,15,1.2,1.7,2.0,Browsing,1,6.4,10.0,19,Female,Undergraduate,Spain,3.8,Instagram,Yes,8.1,6,Single,3,High
462,John Potts,17,Male,West Maria,7th,6.2,6.5,58,6,0.9,5,3,3,0,0.7,109,18,3.2,2.3,2.0,Education,5,6.1,10.0,21,Male,Graduate,Denmark,2.6,Facebook,No,9.2,8,In Relationship,2,Medium
463,Alexa Simmons,13,Male,Davishaven,10th,3.8,3.7,78,9,2.0,1,5,9,0,0.3,64,8,1.7,0.9,1.2,Education,6,9.6,7.4,20,Female,Undergraduate,Ireland,3.5,TikTok,Yes,8.4,7,Single,3,Medium
464,Jennifer Anderson,14,Male,Ambermouth,11th,7.4,4.0,96,5,1.5,1,4,2,1,1.2,146,14,3.2,1.0,1.3,Other,9,8.6,10.0,22,Male,Graduate,India,7.2,WhatsApp,Yes,5.1,5,In Relationship,4,High
465,Amber Rodriguez,13,Female,Stephaniestad,11th,5.4,4.3,93,2,1.2,8,10,4,1,1.0,38,20,3.5,3.4,0.9,Browsing,8,3.3,10.0,19,Female,Undergraduate,Switzerland,2.5,Instagram,No,9.3,8,Single,2,Medium
466,David Harvey,19,Male,Port Carrietown,8th,5.2,8.6,76,1,1.8,10,3,6,0,1.1,33,8,2.0,1.0,1.6,Other,5,8.8,6.2,21,Male,Graduate,Turkey,4.1,Instagram,Yes,8.1,6,Single,3,High
467,Kathleen Hansen,16,Female,East Reneestad,9th,7.2,3.9,60,2,1.7,4,5,10,1,1.7,26,17,4.4,0.3,2.0,Education,1,4.8,10.0,20,Female,Undergraduate,USA,8.2,TikTok,Yes,4.1,5,In Relationship,4,High
468,Andrea James,16,Female,Lake Kevin,12th,2.8,6.1,96,7,1.5,8,1,4,1,1.7,33,13,1.8,1.9,2.2,Education,7,8.1,6.7,22,Male,Graduate,Mexico,7.0,WhatsApp,Yes,5.2,6,Single,3,High
469,Emily Moore,15,Female,Sandrahaven,9th,7.8,7.9,79,4,2.2,2,5,9,1,1.3,30,15,1.7,0.2,0.5,Browsing,8,5.2,9.3,19,Female,Undergraduate,France,3.1,Instagram,No,8.9,7,In Relationship,2,Medium
470,Logan Ortega,16,Male,Robertsfort,8th,4.7,7.6,58,9,0.4,10,6,9,0,0.2,98,16,3.5,1.1,0.2,Education,1,9.6,10.0,21,Male,Graduate,Canada,3.9,Instagram,Yes,8.3,6,Single,3,High
471,Brian Sanchez,19,Male,Courtneyland,9th,5.6,6.1,91,9,1.5,9,7,9,0,0.2,111,12,2.7,0.4,3.0,Other,7,2.9,10.0,20,Female,Undergraduate,Spain,3.7,TikTok,Yes,8.2,6,Single,3,High
472,Rebecca Williams,13,Male,Port Shawnland,10th,3.8,7.1,99,7,1.1,3,7,10,1,0.8,26,20,4.1,1.8,0.1,Other,6,6.2,10.0,22,Male,Graduate,Denmark,2.5,Facebook,No,9.3,8,In Relationship,2,Medium
473,Lisa Baker,18,Female,North Brookebury,11th,5.0,8.5,99,4,0.0,5,2,6,0,0.0,134,15,4.1,1.3,1.2,Education,1,6.0,10.0,19,Female,Undergraduate,Ireland,3.4,Instagram,Yes,8.5,7,Single,3,Medium
474,Jessica Stevens,19,Other,East Bailey,9th,5.2,8.7,51,1,1.5,3,10,8,1,0.9,81,18,2.6,0.1,0.3,Browsing,3,5.7,8.8,21,Male,Graduate,India,7.3,WhatsApp,Yes,5.0,5,In Relationship,4,High
475,Christopher Juarez,17,Male,Butlerhaven,7th,10.2,10.0,64,6,2.0,2,1,1,0,0.2,73,17,1.6,1.0,1.6,Social Media,10,5.3,10.0,20,Female,Undergraduate,Switzerland,2.4,Instagram,No,9.4,8,Single,2,Medium
476,Kathryn Bowman,13,Female,Jamieview,12th,1.1,9.0,98,0,1.1,4,4,1,1,1.6,132,19,1.7,2.6,1.7,Education,6,5.0,7.3,22,Male,Graduate,Turkey,4.0,TikTok,Yes,8.2,6,Single,3,High
477,Angela Morales,14,Other,South Louis,8th,2.4,6.0,84,3,0.0,9,7,5,1,0.3,65,20,2.1,1.5,1.4,Gaming,8,4.0,8.3,19,Female,Undergraduate,USA,8.3,Instagram,Yes,4.0,5,In Relationship,4,High
478,Allison Lyons,17,Male,Reginafurt,8th,5.5,7.4,93,7,1.3,9,5,5,1,1.5,81,6,3.0,1.5,0.6,Gaming,5,5.7,9.1,21,Male,Graduate,Mexico,7.1,WhatsApp,Yes,5.1,6,Single,3,High
479,Tracy Werner,16,Male,East Michaelmouth,11th,5.0,7.9,100,0,0.3,4,9,8,1,0.9,26,15,1.6,0.0,0.8,Social Media,4,8.4,6.2,20,Female,Undergraduate,France,3.0,Instagram,No,9.0,7,In Relationship,2,Medium
480,Erica Lowery,15,Other,South Sarahville,10th,2.2,7.2,79,0,1.5,8,1,3,0,0.1,56,9,2.5,0.7,0.7,Gaming,6,7.0,4.7,22,Male,Graduate,Canada,3.8,TikTok,Yes,8.4,6,Single,3,High
481,Troy Flores,16,Male,Lake Erikabury,8th,5.2,7.6,76,9,0.8,9,1,6,1,1.3,147,14,3.2,0.9,1.4,Gaming,1,7.9,10.0,19,Female,Undergraduate,Spain,3.6,Instagram,Yes,8.3,6,Single,3,High
482,Kara Simmons,19,Other,East Lindsey,8th,4.6,6.8,90,4,1.1,1,9,10,0,0.5,131,14,2.9,0.0,0.0,Other,4,3.0,9.5,21,Male,Graduate,Denmark,2.4,Facebook,No,9.4,8,In Relationship,2,Medium
483,Kelly Collier,17,Male,South Rachelfurt,11th,7.6,6.6,76,4,0.0,7,3,9,1,1.3,79,12,1.5,2.9,2.1,Other,7,6.8,10.0,20,Female,Undergraduate,Ireland,3.3,TikTok,Yes,8.6,7,Single,3,Medium
484,David Gonzalez,16,Other,East Erik,11th,5.0,6.8,86,6,1.4,3,2,1,1,0.7,76,13,0.3,0.0,2.5,Browsing,5,8.2,6.0,22,Male,Graduate,India,7.4,WhatsApp,Yes,4.9,5,In Relationship,4,High
485,Ronald Mueller,15,Female,Beckfort,12th,4.9,4.7,66,8,1.5,7,4,1,0,0.9,92,20,1.3,1.1,0.4,Social Media,7,3.3,10.0,19,Female,Undergraduate,Switzerland,2.3,Instagram,No,9.5,8,Single,2,Medium
486,Douglas Powers,14,Other,Douglasfurt,8th,7.1,7.9,84,10,0.5,5,6,6,0,1.1,110,6,0.0,3.2,0.5,Education,6,10.2,9.8,21,Male,Graduate,Turkey,3.9,Instagram,Yes,8.3,6,Single,3,High
487,Vincent Fischer,17,Female,Thomasport,9th,3.6,4.8,70,6,1.8,6,7,6,0,1.1,145,10,1.3,0.9,0.3,Other,8,5.3,8.3,20,Female,Undergraduate,USA,8.4,TikTok,Yes,3.9,5,In Relationship,4,High
488,David Steele,14,Other,Bestshire,11th,6.4,6.4,77,8,1.0,2,7,2,0,0.8,148,10,2.3,1.9,0.5,Education,9,6.4,10.0,22,Male,Graduate,Mexico,7.2,WhatsApp,Yes,5.0,6,Single,3,High
489,Vanessa Farrell,19,Other,Lake Brenda,9th,4.4,8.7,88,1,0.3,10,4,1,1,1.1,150,20,3.2,0.1,0.8,Other,4,5.4,10.0,19,Female,Undergraduate,France,2.9,Instagram,No,9.1,7,In Relationship,2,Medium
490,Benjamin Young,19,Other,Carolineborough,12th,4.8,7.1,50,5,0.7,8,9,7,1,1.4,108,17,2.0,0.7,1.2,Education,2,6.0,9.5,21,Male,Graduate,Canada,3.7,Instagram,Yes,8.5,6,Single,3,High
491,Micheal Barnes,15,Male,Turnerfurt,10th,10.2,4.7,83,0,1.3,2,8,4,1,1.1,53,16,2.7,2.2,1.3,Gaming,10,7.8,10.0,20,Female,Undergraduate,Spain,3.5,TikTok,Yes,8.4,6,Single,3,High
492,Johnny Vargas,15,Female,North Marisaside,7th,5.0,7.7,70,6,2.6,3,3,7,0,1.0,110,20,2.7,0.9,0.0,Social Media,6,3.7,10.0,22,Male,Graduate,Denmark,2.3,Facebook,No,9.5,8,In Relationship,2,Medium
493,Annette Rodriguez,14,Male,North Taylor,9th,6.8,6.2,87,7,0.0,1,4,10,0,0.6,72,5,1.0,1.1,0.4,Social Media,2,4.3,8.2,19,Female,Undergraduate,Ireland,3.2,Instagram,Yes,8.7,7,Single,3,Medium
494,Joshua Butler,13,Male,South Taylor,8th,4.1,5.0,58,5,2.3,10,7,10,0,0.9,80,20,2.6,1.3,1.4,Other,3,6.4,10.0,21,Male,Graduate,India,7.5,WhatsApp,Yes,4.8,5,In Relationship,4,High
495,Mr. Paul Chen,15,Male,West Davidfort,11th,7.0,4.3,53,0,1.6,9,6,5,0,1.4,133,13,1.7,2.2,0.7,Browsing,2,9.5,10.0,20,Female,Undergraduate,Switzerland,2.2,Instagram,No,9.6,8,Single,2,Medium
496,Leslie Salazar,15,Female,Lake Mariafurt,7th,5.8,6.9,88,2,1.5,2,9,4,0,0.6,122,5,3.0,2.4,2.0,Other,7,6.6,10.0,22,Male,Graduate,Turkey,3.8,TikTok,Yes,8.4,6,Single,3,High
497,Jamie Brown,14,Female,North Chase,7th,4.2,3.6,60,6,0.0,5,5,9,1,0.9,137,15,1.7,2.3,1.4,Gaming,4,4.5,10.0,19,Female,Undergraduate,USA,8.5,Instagram,Yes,3.8,5,In Relationship,4,High
498,Andrew Hammond,13,Female,South Timothymouth,10th,4.0,10.0,56,2,1.9,5,5,9,1,0.2,83,6,2.3,0.7,1.3,Other,5,5.5,4.9,21,Male,Graduate,Mexico,7.3,WhatsApp,Yes,4.9,6,Single,3,High
499,Timothy Barber,13,Female,Stewartburgh,9th,4.6,3.3,67,7,1.6,7,1,9,0,1.1,71,17,1.4,3.4,0.8,Browsing,5,5.9,10.0,20,Female,Undergraduate,France,2.8,Instagram,No,9.2,7,In Relationship,2,Medium
500,Randall Foley,18,Other,Lake Jacobport,10th,5.4,8.7,91,8,1.7,1,7,6,1,1.2,58,9,1.8,0.2,0.7,Education,10,5.7,6.0,22,Male,Graduate,Canada,3.6,TikTok,Yes,8.6,6,Single,3,High
501,Robert Wilcox,15,Male,West April,12th,3.9,6.5,77,4,1.2,8,4,1,0,0.9,20,7,4.0,1.3,0.0,Gaming,9,6.6,7.8,19,Female,Undergraduate,Brazil,6.2,WhatsApp,Yes,6.3,6,Single,3,High
502,Troy Rodriguez,17,Other,East Christine,8th,4.3,3.8,50,10,0.0,8,9,6,0,0.4,73,7,3.4,1.1,0.4,Gaming,3,5.2,9.8,21,Male,Graduate,China,4.5,WeChat,No,7.8,7,In Relationship,2,Medium
503,David Johnson,19,Male,East Marktown,10th,3.6,7.2,92,3,1.8,1,5,9,0,1.5,36,9,3.3,0.1,1.1,Other,1,4.5,5.9,20,Female,Undergraduate,Netherlands,3.8,Instagram,No,8.2,8,Single,2,Medium
504,Elizabeth King,15,Male,Carolynland,9th,2.8,8.9,91,5,2.0,3,3,10,1,0.7,51,15,4.1,0.3,0.7,Browsing,1,4.0,6.8,22,Male,Graduate,New Zealand,4.7,Instagram,Yes,7.5,7,In Relationship,3,Medium
505,Joe Riley,17,Female,Port Cynthialand,10th,4.3,7.4,91,6,0.7,2,4,1,0,0.8,24,20,2.9,1.6,2.0,Social Media,3,6.3,9.6,19,Female,Undergraduate,Singapore,5.1,TikTok,Yes,7.0,6,Single,3,High
506,Christopher Padilla,19,Male,Leeside,8th,8.6,6.6,78,10,0.9,2,8,6,1,1.1,108,16,2.1,2.2,0.7,Browsing,6,4.6,10.0,21,Male,Graduate,Malaysia,5.5,WhatsApp,Yes,6.8,6,Single,3,High
507,Sarah Butler,18,Male,Lake Stacey,8th,6.0,4.4,77,8,0.6,7,4,3,1,0.9,110,12,1.3,0.1,0.8,Education,5,6.6,9.8,20,Female,Undergraduate,UAE,6.5,Instagram,Yes,6.5,5,In Relationship,4,High
508,Christopher Meyer,14,Male,Port Charles,11th,3.0,6.1,90,2,0.5,4,2,6,1,0.3,129,7,3.6,2.0,1.1,Browsing,5,7.5,9.5,22,Male,Graduate,Poland,4.2,Facebook,No,7.9,7,Single,2,Medium
509,Amber Schneider,17,Other,New Mary,12th,2.7,6.6,82,10,2.7,1,2,7,1,0.2,94,11,2.4,2.4,0.3,Browsing,5,6.1,8.3,19,Female,Undergraduate,India,6.8,WhatsApp,Yes,6.0,5,In Relationship,4,High
510,Charles Jackson,13,Other,Christopherberg,8th,7.2,7.5,93,8,0.3,1,3,6,1,0.4,55,6,1.9,3.1,1.1,Education,5,1.2,10.0,21,Male,Graduate,Canada,4.8,Instagram,Yes,7.4,7,Single,3,Medium
511,Brandon Washington,13,Other,East Raymondhaven,9th,3.3,5.2,96,2,1.1,7,3,10,1,1.3,21,12,1.3,1.3,0.3,Gaming,9,5.4,6.1,20,Female,Undergraduate,Brazil,6.1,Instagram,Yes,6.4,6,Single,3,High
512,Kristin Lambert,15,Female,New Gilbertburgh,11th,5.7,5.8,88,3,0.5,2,5,2,1,1.0,81,15,3.2,2.9,0.8,Gaming,10,8.6,10.0,22,Male,Graduate,China,4.4,WeChat,No,7.9,7,In Relationship,2,Medium
513,Lance Ortega,16,Female,Hurstville,9th,2.8,5.1,61,6,1.4,5,4,6,1,1.3,39,5,1.4,1.2,1.4,Social Media,6,4.6,4.6,19,Female,Undergraduate,Netherlands,3.7,TikTok,No,8.3,8,Single,2,Medium
514,Jacob Beard,13,Other,Janicestad,10th,7.1,6.2,100,3,0.9,10,7,5,1,0.6,119,10,2.1,1.5,0.9,Social Media,7,6.5,10.0,21,Male,Graduate,New Zealand,4.6,Instagram,Yes,7.6,7,In Relationship,3,Medium
515,Joseph Carpenter,13,Other,New Sandra,7th,3.4,7.9,77,10,0.0,3,6,7,0,1.4,83,20,1.9,2.0,0.8,Education,6,2.8,9.0,20,Female,Undergraduate,Singapore,5.2,TikTok,Yes,6.9,6,Single,3,High
516,Devin Richardson,15,Other,South Kristi,12th,5.8,7.1,91,7,2.2,8,6,10,1,0.8,76,14,2.6,1.4,0.7,Education,5,4.8,10.0,22,Male,Graduate,Malaysia,5.6,WhatsApp,Yes,6.7,6,Single,3,High
517,James Hopkins,19,Female,Lake Lisaview,11th,3.9,8.9,50,5,0.8,1,5,10,1,1.0,50,17,1.3,1.0,0.6,Social Media,1,6.9,6.2,19,Female,Undergraduate,UAE,6.6,Instagram,Yes,6.4,5,In Relationship,4,High
518,Whitney Reyes MD,14,Male,Payneport,8th,6.2,6.2,54,1,0.9,8,10,8,1,1.0,109,7,1.3,2.6,0.0,Other,7,6.3,10.0,21,Male,Graduate,Poland,4.1,Facebook,No,8.0,7,Single,2,Medium
519,Rhonda Craig,13,Female,Rodriguezfurt,10th,0.0,6.7,66,8,1.9,2,6,5,1,0.7,122,7,3.6,1.7,1.3,Browsing,3,7.3,5.8,20,Female,Undergraduate,India,6.9,WhatsApp,Yes,5.9,5,In Relationship,4,High
520,Katie Rodriguez,19,Other,New Kristenland,12th,5.6,8.8,87,2,0.5,4,5,5,1,1.1,44,18,3.3,2.7,0.7,Gaming,6,8.3,10.0,22,Male,Graduate,Canada,4.7,TikTok,Yes,7.5,7,Single,3,Medium
521,Michael Duke,19,Female,Gordonton,9th,2.5,6.6,53,8,1.4,4,10,8,0,0.6,71,9,2.6,0.6,0.9,Education,1,6.3,5.6,19,Female,Undergraduate,Brazil,6.0,WhatsApp,Yes,6.5,6,Single,3,High
522,Dennis Anderson,17,Male,Andrewview,10th,8.1,6.4,91,6,0.7,4,8,4,1,1.2,128,19,1.5,2.0,1.9,Other,2,5.2,10.0,21,Male,Graduate,China,4.3,WeChat,No,8.0,7,In Relationship,2,Medium
523,Megan Sullivan,18,Male,Lake Sandraborough,9th,3.8,7.2,88,7,1.0,3,2,9,1,1.4,65,12,0.7,1.8,0.9,Education,4,6.2,6.4,20,Female,Undergraduate,Netherlands,3.6,Instagram,No,8.4,8,Single,2,Medium
524,Michael Alvarez,14,Other,East Michaelchester,10th,9.3,6.3,55,4,1.2,3,1,2,1,1.3,27,17,2.8,2.5,0.0,Social Media,8,6.6,10.0,22,Male,Graduate,New Zealand,4.5,Facebook,Yes,7.7,7,In Relationship,3,Medium
525,Carrie Maynard,16,Female,East David,10th,0.4,7.5,86,10,1.3,5,1,4,1,1.8,59,11,2.3,2.5,1.0,Social Media,10,9.3,4.8,19,Female,Undergraduate,Singapore,5.3,TikTok,Yes,6.8,6,Single,3,High
526,April Wilkerson,19,Male,Perkinsfurt,11th,3.6,8.3,61,8,0.5,4,8,8,0,1.3,40,9,3.3,2.2,1.7,Social Media,6,5.6,7.5,21,Male,Graduate,Malaysia,5.7,WhatsApp,Yes,6.6,6,Single,3,High
527,Emily Cooper,16,Female,South Garyport,7th,4.1,6.4,76,4,1.7,2,3,2,1,1.1,123,20,2.7,2.7,1.1,Education,10,7.3,10.0,20,Female,Undergraduate,UAE,6.7,Instagram,Yes,6.3,5,In Relationship,4,High
528,Courtney Bennett,17,Female,South Sara,7th,2.3,7.2,71,8,1.0,8,9,10,0,0.6,131,15,3.7,1.2,1.0,Other,1,4.2,9.2,22,Male,Graduate,Poland,4.0,Facebook,No,8.1,7,Single,2,Medium
529,Justin Weiss,19,Male,New Shannonmouth,12th,4.3,4.9,84,8,2.1,9,7,7,1,1.4,67,10,1.9,1.0,1.4,Education,9,7.1,8.1,19,Female,Undergraduate,India,7.0,WhatsApp,Yes,5.8,5,In Relationship,4,High
530,Diane Riley,16,Female,North Grace,12th,4.6,7.3,58,4,0.7,1,10,10,1,0.7,143,20,3.9,2.1,0.4,Social Media,7,8.6,10.0,21,Male,Graduate,Canada,4.6,Instagram,Yes,7.6,7,Single,3,Medium
531,Eric Brown,18,Male,New Thomasville,11th,6.1,4.8,66,0,1.1,1,3,6,0,1.3,24,20,1.7,2.3,0.0,Gaming,2,8.1,10.0,20,Female,Undergraduate,Brazil,5.9,TikTok,Yes,6.6,6,Single,3,High
